Group,Sample, Formate , Acetate , Propionate , Butyrate , Isovalerate , Lactate , Succinate,total_SCFA,Bacteroides,Escherichia_Shigella,Bifidobacterium,Enterococcus,Klebsiella,Streptococcus,Salmonella,Hafnia_Obesumbacterium,Collinsella,Enterobacter,Hungatella,Lacticaseibacillus,Akkermansia,Blautia,Parabacteroides,Anaeroglobus,Veillonella,Eubacterium,Clostridium_sensu_stricto_1,Pluralibacter,Eggerthella,Citrobacter,ash,crude_protein,fat,carbohydrate,total_dietary_fibre,sugar,non_protein_nitrogen,energy,beta_glucan,saturated_fat
food_food,Blackcurrant_and_Strawberries,1.513360382,5.924533104,0.507575543,0.050506331,0.111359821,0.38216701,1.42288425,6.482614978,0.347732662,0.303904861,0.132319629,0.053417944,0.035529046,0.009865357,0.000418113,0.000317554,0.003429588,0,0.004636294,0.003974723,0.009066178,0.002233466,0.00503853,0.001058515,0.003318444,0.000661572,0.000127022,0.000793886,0.000650987,0.000576891,0.336701273,0.382797281,0.434905811,5.461374814,1.214529592,3.996323442,0.032066788,125.0805145,0,0.013828802
food_food_formula,Blackcurrant_and_Strawberries_and_formula,1.458184421,3.217733551,0.443159896,0.012442589,0.07807918,0.301049712,0.742677073,3.673336036,0.429597015,0.184632115,0.160566195,0.049776316,0.034321787,0.010132088,0.001158206,0.008231217,0.003784061,0.00146765,0.002572808,0.002767316,0.002201475,0.002705427,0.001556062,0.000362492,0.000733825,0.000468587,0.000362492,0.000866444,0.00021219,0.000689619,0.347265716,0.904147415,2.253229028,7.053263692,0.602003395,6.699715208,0.109662858,223.3980912,0,0.182143153
food_food_formula,Blackcurrant_and_Strawberries_and_formula,1.376259419,3.512078706,0.437460041,0.009789076,0.107249834,0.65176501,0.696982612,3.959327823,0.343519081,0.039902864,0.168632068,0.066339202,0.005862477,0.0152081,0.051750465,0.062672088,0.004114772,0.005795022,0.001809028,0.002109511,0.000729743,0.004157698,0.002452919,0.000459922,0.000821728,0.000889183,0.000380202,0.000386335,0.000343409,0.00023916,0.310210554,0.807669914,2.0127971,6.300641669,0.537766323,5.984818753,0.097961228,199.5602863,0,0.162707477
food_food_formula,Blackcurrant_and_Strawberries_and_formula,1.836300915,5.115172331,0.640640159,0.013808498,0.157528742,1.192190557,1.052793787,5.769620987,0.369590425,0.217169361,0.18268936,0.09947487,0.027102854,0.01350811,0.001152888,0.000393181,0.006084314,0.000199923,0.004571566,0.003771875,0.00278559,0.003718562,0.002718949,0.001072918,0.000673073,0.000786363,0.000186595,0.000659745,0.00043983,0.000519799,0.204287217,0.531885961,1.325514918,4.149248091,0.354142642,3.941264888,0.064511753,131.4191761,0,0.107149989
food,Chickpea,0.533636835,2.364792472,0.391969112,0.00171964,0.074728532,0.364119076,0.73448089,2.758481224,0.421254285,0.208878017,0.166329116,0.074348791,0.019674373,0.013554626,0.003813883,0.000876755,0.007978467,0.001402807,0.005847953,0.003428111,0.004094444,0.002595194,0.003480716,0.001192386,0.001052106,0.000806614,0.000315632,0.00046468,0.000596193,0.000306864,0.296310061,2.54700563,1.134804488,5.503801769,2.918969323,0.20804749,0.012608939,202.184333,0.011348045,0.136806986
food,Chickpea,0.564017838,1.842306664,0.214710427,0.004710227,0.08778891,0.292027938,0.436825676,2.061727319,0.402726373,0.09386566,0.198761406,0.059346257,0.010397963,0.014318956,0.013567738,0.003618674,0.008190113,0.01396167,0.005826524,0.003994283,0.005011177,0.003087325,0.002097915,0.001694822,0.001795595,0.000705412,0.00084283,0.000604639,0.000897798,0.000393932,0.251685238,2.163422047,0.963900912,4.674919423,2.479367346,0.176715167,0.01071001,171.7350125,0.009639009,0.11620361
food,Chickpea,0.701799677,2.714960932,0.334089803,0.006857073,0.089049777,0.335342461,0.838739668,3.055907808,0.381070881,0.299131495,0.170734521,0.04072249,0.022198784,0.013530216,0.000379044,0.000510885,0.003872839,0,0.003625637,0.00293347,0.002768668,0.003312513,0.002686267,0.000543845,0.000593286,0.000791048,0.000115361,0.000708647,0.000659207,0.000379044,0.212804436,1.8292126,0.814995713,3.952729208,2.096350084,0.149415881,0.009055508,145.2050695,0.008149957,0.098252261
food_formula,Chickpea_and_formula,0.88978871,2.454991253,0.361252977,0,0.113583491,0.602754193,0.453067033,2.81624423,0.441666928,0.152711742,0.180234274,0.084068712,0.020048362,0.011795371,0.003429325,0.001444588,0.004980686,0.001180793,0.004936721,0.003862701,0.002480922,0.002807524,0.002267374,0.000785102,0.000634362,0.000942122,0.000288918,0.00038313,0.000445938,0.001111704,0.251689743,1.036924034,1.926793386,5.359011938,0.647606192,4.619967899,0.084839239,185.1663527,0.001696785,0.167510364
food_formula,Chickpea_and_formula,0.662858377,1.88681616,0.250324018,-0.031947396,0.105127127,0.45838886,0.446684624,2.105192783,0.381346866,0.250738353,0.174150779,0.072802085,0.023398711,0.013505235,0.000521191,0.000466328,0.00356604,0,0.003337448,0.003703196,0.005266767,0.002733964,0.005870251,0.000758927,0.000987519,0.000713208,0.00024688,0.000512047,0.000438897,0.000521191,0.272920972,1.124393517,2.089327589,5.81107013,0.70223486,5.009684205,0.091995833,200.7860168,0.001839917,0.181640662
food_formula,Chickpea_and_formula,0.623973036,1.650581097,0.175826565,0,0.087923038,0.566836028,0.2433717,1.826407662,0.376865644,0.043279301,0.191932388,0.097557237,0.008809126,0.014757293,0.002043542,0.014479955,0.007517315,0.002291686,0.004853412,0.004160068,0.002693096,0.003510513,0.001196932,0.00156185,0.002145719,0.001277214,0.000532781,0.000503587,0.000583869,0.000394112,0.327622644,1.349756213,2.508092454,6.97578552,0.842984108,6.013777456,0.110434599,241.0296482,0.002208692,0.218046981
food_food,Chickpea_and_Pork,0.929692907,3.118085664,0.331486026,0.040480086,0.116601441,0.29303238,0.782906767,3.490051776,0.358942951,0.162122829,0.214478025,0.100708257,0.013352576,0.016602794,0,0.000460852,0.006415543,0,0.005930436,0.008246823,0.008634908,0.00235277,0.009835549,0.001697875,0.001819152,0.001115747,0.000897448,0.000642767,0.000776172,0.00047298,0.315475694,5.004263293,1.025898057,2.121634245,1.211330335,0.098736667,0.074654553,168.4784697,0.004334781,0.259605189
food_food,Chickpea_and_Pork,0.776363402,1.979739296,0.254586349,0.023881257,0.074880704,0.029176606,0.39919725,2.258206902,0.441784181,0.04015328,0.157339056,0.077424893,0.007302269,0.014242796,0.009816064,0.058289393,0.004457388,0.009343961,0.002299203,0.002869405,0.004862048,0.002593501,0.012004905,0.000735745,0.000925812,0.000429185,0.000889025,0.000533415,0.000465972,0.000331085,0.469472804,7.447057147,1.526682553,3.1572942,1.802632216,0.146934236,0.111096618,250.7199798,0.006450771,0.386329529
food_food,Chickpea_and_Pork,1.436023827,4.057564858,0.518270116,0.119760098,0.099034488,0.419960015,0.916904603,4.695595071,0.41621517,0.193630846,0.157405899,0.077195698,0.019685921,0.013076422,0.007526071,0.001598908,0.004939303,0.004878198,0.004134756,0.003768128,0.011365488,0.001680381,0.005305931,0.001843327,0.002403454,0.000672153,0.001782223,0.000519391,0.000906387,0.000682337,0.333418237,5.2888786,1.084245565,2.242301274,1.280224223,0.104352273,0.078900499,178.0606097,0.004581319,0.274370122
food_food_formula,Chickpea_and_Pork_and_formula,1.140312015,1.97860262,0.168488321,-0.027007701,0.093196454,0.195601512,0.303460458,2.120083239,0.344502121,0.050676608,0.189161443,0.055052582,0.007994816,0.018639598,0.004183483,0.098619836,0.004132152,0.004093654,0.002258567,0.003208192,0.002585803,0.005062528,0.002829626,0.000949625,0.000988123,0.000866212,0.000237406,0.000455563,0.000410649,0.000333652,0.279805502,1.700394208,2.035572778,5.147735202,0.466015819,4.790995438,0.10143562,195.3640238,0.000882049,0.205713397
food_food_formula,Chickpea_and_Pork_and_formula,1.672673792,3.534307611,0.432625676,0.001372448,0.106637206,0.695673142,0.759261966,3.968305736,0.402948641,0.157529393,0.186216254,0.054127068,0.035537546,0.012623188,0.00418552,0.01067883,0.006032963,0.00269545,0.002986196,0.002925624,0.002174532,0.003591915,0.001526412,0.000775321,0.000684463,0.000896464,0.000199887,0.000775321,0.000296802,0.000751092,0.202539333,1.230843235,1.473464783,3.726227142,0.337329083,3.467998359,0.073424942,141.4157294,0.000638478,0.148907202
food_food_formula,Chickpea_and_Pork_and_formula,1.337682263,2.718311901,0.308794189,0.002939989,0.095590456,0.867375857,0.642857538,3.030046079,0.396480768,0.076346979,0.147924089,0.089086018,0.008536319,0.009219807,0.123740275,0.002922999,0.005017087,0.004624446,0.003126591,0.002937541,0.002239511,0.00350469,0.001119756,0.000538064,0.000276303,0.000799825,0.000334472,0,0.000610776,0.000261761,0.285688605,1.736146166,2.078372096,5.255969876,0.475814122,4.891729412,0.103568374,199.4716868,0.000900595,0.210038663
food_food,Chickpea_and_Yellow_peas,1.051836901,4.552578297,0.67889512,0.023680706,0.115382574,0.877546359,0.819110899,5.255154123,0.460882379,0.182794499,0.163079396,0.093362061,0.017303742,0.014205814,0.000189783,0.000318166,0.004258953,0,0.00497343,0.00349424,0.003399348,0.002511834,0.004571537,0.001239171,0.001428954,0.000803787,0.00021211,0.000597258,0.000614004,0.00045213,0.186692396,2.10987982,0.621455511,4.910265764,2.230079034,0.171347816,0.01022972,160.1974206,0.009206748,0.075955674
food_food,Chickpea_and_Yellow_peas,1.011114704,3.24506742,0.432078948,-0.003009126,0.106626947,0.55559081,0.684638156,3.674137242,0.42584932,0.164098454,0.174086906,0.092964131,0.014228588,0.017951635,0.003636865,0.000913525,0.006110278,0.001275488,0.004283227,0.00473999,0.003679956,0.002706103,0.002137305,0.001215161,0.001103125,0.001042798,0.000241309,0.000439526,0.000473999,0.000413672,0.180069627,2.035033452,0.599409853,4.736077853,2.150968692,0.165269383,0.009866829,154.51454,0.008880146,0.073261204
food_food,Chickpea_and_Yellow_peas,1.268754053,3.422931256,0.345519696,0.011823974,0.105073944,0.534415255,0.802650322,3.780274926,0.361016488,0.252046589,0.177092724,0.038154591,0.025188322,0.013020723,0.00440478,0.001216155,0.035268492,0.001784904,0.00533051,0.003116019,0.002256845,0.003176524,0.001095144,0.001179852,0.000847073,0.001125397,0.000605052,0.000562699,0.000859174,0.000544547,0.194336246,2.19626579,0.646900106,5.111309476,2.321386387,0.178363404,0.010648561,166.7564716,0.009583705,0.079065568
food_food_formula,Chickpea_and_Yellow_peas_and_formula,1.031270651,2.031899728,0.235556342,-0.000265534,0.080608868,0.298889562,0.440925912,2.267190537,0.450273431,0.121411047,0.171001318,0.07102524,0.013568619,0.014369718,0.0055465,0.016211134,0.006553437,0.006403231,0.005607695,0.003187708,0.002954054,0.004344851,0.002208586,0.0009068,0.000823352,0.00076772,0.000350481,0.000517377,0.000595261,0.000433929,0.283081454,1.223375405,2.191260141,6.37016043,0.728396723,5.409449298,0.099326826,215.958592,0.001986537,0.188555424
food_food_formula,Chickpea_and_Yellow_peas_and_formula,0.446684012,1.658739821,0.200580098,0.001627899,0.052758382,0.704335116,0.573723246,1.860947818,0.507456585,0.150488279,0.137238323,0.051522444,0.018035178,0.007637773,0.001728255,0.007809669,0.01338004,0.001245087,0.001932672,0.002109215,0.001997714,0.002480882,0.000734044,0.000241584,0.000171896,0.000408835,0.000223001,0.00030198,0.000404189,0.000241584,0.485798603,2.099445425,3.760441038,10.93188903,1.250008101,9.283204104,0.17045565,370.6084625,0.003409113,0.323581643
food_food_formula,Chickpea_and_Yellow_peas_and_formula,0.939801783,2.423701316,0.309287368,0.00842226,0.075159678,0.555000899,0.608006124,2.741410944,0.339215178,0.283044487,0.182423592,0.079661038,0.022755888,0.013535032,0.000660396,0.000549301,0.003480966,0,0.003715499,0.003968548,0.001647904,0.003005728,0.002481114,0.000444379,0.000259221,0.000703599,0.00012961,0.000666568,0.000530786,0.000524614,0.240692688,1.040186528,1.863139694,5.416289255,0.619326214,4.599435513,0.084453575,183.6208388,0.001689071,0.160321036
food,Couscous,1.503146638,3.062453511,0.305670178,-0.033602423,0.087587132,0.800442013,0.122075024,3.334521267,0.39196739,0.143069926,0.149632135,0.033998389,0.016792469,0.019570011,0.002035451,0.043258629,0.007935078,0.03514333,0.004123908,0.004012594,0.002793444,0.00292066,0.000561869,0.001229752,0.002088457,0.00064668,0.000312739,0.000593673,0.000572471,0.000424052,0.082642944,1.39115623,0.238746284,6.785903987,0.486675117,0.174468438,0.009182549,151.8334539,0.018365099,0.044994492
food,Couscous,0.322162523,3.274148325,0.447532864,0.019051839,0.092704121,0.513653342,0.713751812,3.740733028,0.351991165,0.243187374,0.171365734,0.123500373,0.022833033,0.013233531,0.000368122,0.000339805,0.003681225,0,0.002954419,0.005059324,0.001161002,0.001755661,0.002661809,0.000698489,0.000821196,0.000717367,0,0.000528586,0.000471952,0.000547464,0.071146245,1.197628458,0.205533597,5.841897233,0.418972332,0.150197628,0.007905138,130.7114625,0.015810277,0.038735178
food,Couscous,1.317899808,4.681676188,0.460437635,0.014808774,0.12166736,1.208802853,0.971156972,5.156922597,0.427015136,0.166266113,0.145532761,0.05469627,0.026963905,0.015037707,0.008535933,0.002531398,0.008129101,0.041526975,0.004008046,0.008867426,0.003435468,0.002230041,0.000911604,0.000919138,0.000783528,0.000889003,0.000301357,0.000414366,0.000429434,0.000391764,0.07558204,1.272297672,0.218348115,6.206125277,0.445094235,0.159562084,0.008398004,138.8610033,0.016796009,0.041150222
food_formula,Couscous_and_formula,0.310124469,1.754903205,0.167124273,0,0.064818715,0.790695869,0.610130838,1.922027478,0.500224862,0.160412766,0.159006353,0.094941004,0.013548983,0.008176815,0.003605976,0.00053967,0.003401555,0.001234699,0.003229842,0.003172604,0.00166807,0.002477575,0.000523316,0.000376134,0.000163536,0.000547847,0.000188067,0.000392487,0.000400664,0.000245304,0.398625684,1.673222935,3.209104247,10.53510737,0.552716285,8.217048767,0.150740805,330.6750791,0.006699591,0.277698061
food_formula,Couscous_and_formula,0.648413192,1.542607514,0.18476581,-0.02646515,0.212526249,0.154080975,0.266287345,1.700908175,0.391928275,0.077306114,0.179784092,0.062302324,0.014075855,0.016023211,0.001790522,0.048304885,0.005436914,0.001280811,0.00211726,0.002992916,0.001006352,0.004979481,0.002261024,0.000496641,0.000666545,0.000758031,0.000196043,0.000575058,0.000352877,0.000548919,0.240800162,1.010753622,1.938542482,6.364004287,0.333882578,4.963720991,0.091058885,199.7528404,0.004047062,0.167750701
food_formula,Couscous_and_formula,0.717950494,1.926983641,0.227136449,-0.020756995,0.145226688,0.474407933,0.494780743,2.133363096,0.408858792,0.160975995,0.1763221,0.07572396,0.032499802,0.015541092,0.006840399,0.001317488,0.00674027,0.002708756,0.00456378,0.003741667,0.006150036,0.004015704,0.001354378,0.000590235,0.000458486,0.001001291,0.000537535,0.000679824,0.000526995,0.000458486,0.161586837,0.678257352,1.300841928,4.270509253,0.224048975,3.33086143,0.061104266,134.0423914,0.002715745,0.112567637
food_food,Couscous_and_Pork,0.425087121,2.23551068,0.578406217,0.09719509,0.05931904,0.289328318,0.490699536,2.911111987,0.493973214,0.13839793,0.154636769,0.107289976,0.011033888,0.008913352,0.002780032,0.00119724,0.01274858,0.000887784,0.004337459,0.004596185,0.008938718,0.002556818,0.004890422,0.00102983,0.001491477,0.000806615,0.003104708,0.000451502,0.001156656,0.000517451,0.458586288,8.88848129,1.339791312,6.680972786,0.656407824,0.206813424,0.139374264,319.0321863,0.017983776,0.43116103
food_food,Couscous_and_Pork,0.971771728,3.045995551,0.444566298,0.012820463,0.098347003,0.336633704,0.641539467,3.503382312,0.394788867,0.23222471,0.165152262,0.10516436,0.016432906,0.014830152,0.000230747,0.000330529,0.004041185,0,0.005862213,0.004053658,0.00455257,0.002332412,0.004795789,0.001334589,0.001908337,0.000698476,0.000174619,0.000573749,0.00060493,0.000343002,0.255315789,4.94862073,0.745922599,3.719600609,0.365452011,0.115142415,0.077595975,177.6196899,0.010012384,0.240046903
food_food,Couscous_and_Pork,1.22275672,4.051224231,0.41568165,0.118011828,0.102395371,0.490030514,0.826770985,4.584917709,0.403055252,0.121381505,0.180835953,0.135428038,0.014395065,0.012757618,0.003215709,0.014710718,0.005168808,0.002919785,0.003353807,0.003038154,0.003261742,0.001788697,0.002972394,0.001006142,0.001236305,0.000703642,0.000927229,0.000585272,0.000644457,0.000526087,0.245407194,4.756568848,0.716973959,3.575245983,0.351269121,0.110673833,0.074584539,170.7264165,0.009623812,0.230730881
food_food_formula,Couscous_and_Pork_and_formula,1.510022217,3.005751162,0.332566382,0.037322401,0.108302545,0.520985796,0.518078018,3.375639945,0.411707546,0.175912176,0.190233912,0.110108933,0.018397999,0.016085791,0.000697649,0.000822229,0.004699164,0,0.005521393,0.004101179,0.003941716,0.002989924,0.003453362,0.000882028,0.001141154,0.000817246,0.000234211,0.000602968,0.000463438,0.000458455,0.309609219,1.924489776,2.299790988,6.346417754,0.339313424,5.587818044,0.118245587,228.3110934,0.002284939,0.233006643
food_food_formula,Couscous_and_Pork_and_formula,1.846026353,2.678323139,0.188897127,-0.031833568,0.119825411,0.433329442,0.429978434,2.835386699,0.363031962,0.037378083,0.169984949,0.049282421,0.005907728,0.019803036,0.032382882,0.123641578,0.006085493,0.033384293,0.0023465,0.003863429,0.00181913,0.0055759,0.000959932,0.000574774,0.000782167,0.001232505,0.000539221,0.000420711,0.000479966,0.000213318,0.193371709,1.201972857,1.436373619,3.963763267,0.211923977,3.489966902,0.073852295,142.5955808,0.001427097,0.145528266
food_food_formula,Couscous_and_Pork_and_formula,1.409821228,2.509171674,0.290268302,0.125179508,0.110303828,0.28339015,0.477419369,2.924619484,0.393479006,0.053467052,0.180489756,0.077379121,0.006029656,0.015737754,0.112177093,0.003208199,0.006891036,0.014599503,0.005489097,0.004364029,0.003353227,0.004262949,0.001753522,0.000883353,0.000782273,0.001371175,0.00350265,0.000360373,0.000848195,0.000263688,0.216792866,1.347555654,1.610347007,4.443853761,0.237592181,3.912671241,0.082797275,159.8667391,0.001599947,0.163154631
food_food,Couscous_and_Pumpkin,1.071865388,4.175688206,0.432887487,0.01586808,0.109894903,0.991075326,0.710629791,4.624443772,0.296318583,0.209467383,0.222366228,0.149864223,0.016524718,0.016663581,0.000709745,0.000308585,0.011109054,0,0.006032833,0.008470654,0.001450349,0.002946985,0.001928655,0.00141949,0.002345245,0.001527495,9.26E-05,0.00061717,0.001712646,0.00040116,0.346044239,1.168491847,0.379226563,5.629144294,1.294110646,2.396237845,0.04740332,139.9583034,0.009480664,0.051432603
food_food,Couscous_and_Pumpkin,1.530953094,5.544117596,0.564242471,0.033358752,0.116002115,1.056287061,0.853446693,6.14171882,0.409798448,0.141782078,0.175714376,0.089537541,0.018872356,0.01609887,0.005646349,0.003297468,0.010362179,0.001635183,0.00467066,0.006540731,0.003225194,0.001942344,0.001445465,0.00139126,0.001888139,0.000966655,0.00021682,0.000487845,0.000885347,0.000659494,0.355158172,1.199266977,0.389214435,5.777401764,1.328194258,2.459348709,0.048651804,143.6444523,0.009730361,0.052787208
food_food,Couscous_and_Pumpkin,1.33037583,4.520302273,0.406621009,0.01942159,0.12264343,0.746754289,0.823084525,4.946344873,0.362180756,0.225520039,0.169703067,0.100892423,0.026902483,0.0191595,0.000395911,0.00037644,0.004906701,0,0.005412948,0.006522797,0.0035632,0.00319325,0.00263508,0.001752393,0.002777868,0.001148791,0.00037644,0.000791822,0.000584131,0.000532208,0.344376065,1.162858906,0.377398428,5.602007913,1.287872135,2.384686316,0.047174803,139.2836073,0.009434961,0.051184662
food_food_formula,Couscous_and_Pumpkin_and_formula,1.46255862,3.608485265,0.27028037,0.038355554,0.085375127,0.55918519,0.495885002,3.917121188,0.327620325,0.0399331,0.201304884,0.070543233,0.007228197,0.01816571,0.001821539,0.017139025,0.008735107,0.001689063,0.00356856,0.002955861,0.001424112,0.004197819,0.001349595,0.000952168,0.001241958,0.001126042,0.000505063,0.00060442,0.00059614,0.000413986,0.296116961,0.952526401,1.964680449,6.063323229,0.502287131,5.430663784,0.099042533,195.9475663,0.002021276,0.168624966
food_food_formula,Couscous_and_Pumpkin_and_formula,1.061465223,3.506663251,0.558628439,0.012466802,0.091510219,0.893188805,0.686072254,4.077758492,0.387758319,0.191877545,0.180346988,0.119403361,0.021119391,0.01410271,0.004154531,0.000416084,0.007401243,0,0.004614744,0.004293225,0.003366494,0.003070192,0.002830629,0.001021296,0.00080695,0.000781733,0.000214346,0.000598908,0.000794341,0.000453909,0.282043623,0.907256363,1.871306493,5.775156022,0.478415292,5.172564528,0.09433541,186.6349071,0.001925212,0.160610848
food_food_formula,Couscous_and_Pumpkin_and_formula,1.379749968,3.095488991,0.331686352,0.009303558,0.11275817,1.212069428,0.452199184,3.436478901,0.339185091,0.05392179,0.182896196,0.099249813,0.006602322,0.016978207,0.108827989,0.005448188,0.007247279,0.026064179,0.006070515,0.004684424,0.002308267,0.004265767,0.000792052,0.000611012,0.000650614,0.001272941,0.000390369,0.000350766,0.000792052,0.000254588,0.240371543,0.773208802,1.594820064,4.921873957,0.407729204,4.408315645,0.080397308,159.0595103,0.001640761,0.136880518
food,Infant_formula,1.029305665,2.630374313,0.47348279,0.000893942,0.092053681,0.480634595,0.541994426,3.104751045,0.402589664,0.146538257,0.197437714,0.084268758,0.01797304,0.015380156,0.003253185,0.001562173,0.013753563,0.00155412,0.005491762,0.004026219,0.003188765,0.003720226,0.003446443,0.001006555,0.000676405,0.000853558,0.000185206,0.00059588,0.000579775,0.000563671,0.270383426,0.855394838,2.290885027,5.914022934,0.275299488,5.982847807,0.10815337,202.0009995,0,0.191726429
food,Infant_formula,1.076408107,3.444331581,0.480319758,0.016245787,0.089414346,0.61505966,0.860778332,3.940897126,0.388905164,0.220640429,0.183255777,0.076008698,0.02630897,0.011227789,0.001290097,0.001047852,0.008675763,0,0.003729451,0.003982964,0.003098487,0.002692867,0.002095704,0.0006704,0.000625331,0.000884477,0.000146474,0.000766171,0.000461956,0.000439422,0.274864368,0.869570909,2.328850824,6.012033351,0.279861902,6.081998826,0.109945747,205.3486703,0,0.194903824
food,Infant_formula,1.069075204,2.205904738,0.046217672,0.000294844,0.081331242,0.419950571,0.27314048,2.252417255,0.279863463,0.032965149,0.162628068,0.045356304,0.006005944,0.021363702,0.00395374,0.169086016,0.006270912,0.002311977,0.00229639,0.004826576,0.00161059,0.005013612,0.000545523,0.000587086,0.000753341,0.00097155,0.000181841,0.000368877,0.000498763,0.000280554,0.299317317,0.946931148,2.536033994,6.54688604,0.30475945,6.623075902,0.119726927,223.6172464,0,0.212243188
food,Kumara_peeled,0.287222041,2.866055214,0.217795642,0.012245467,0.097872563,2.365970819,0.640323312,3.096096323,0.36329982,0.126939494,0.216050007,0.199987862,0.015960998,0.01486861,0.000283212,0,0.004349321,0,0.004248174,0.00811199,0.000890094,0.002346611,0.001294682,0.0006878,0.000910323,0.000991241,0.000101147,0,0.000586653,0.000809176,0.350102026,0.410275811,0.13128826,8.648614102,0.886195752,5.700098605,0.032822065,165.9702415,0.009846619,0.017505101
food,Kumara_peeled,0.086869321,1.954988182,0.18710364,0.01041419,0.081060278,1.690719311,0.107821321,2.152506012,0.344444065,0.0800837,0.206065982,0.158507045,0.010519373,0.011258572,0.001034879,0.077115531,0.006106922,0.001262325,0.003536784,0.006630048,0.00054587,0.002342693,0.000307052,0.000591359,0.000739199,0.001125857,0.00039803,0.000363913,0.000568615,0.000727827,0.331324543,0.388270949,0.124246704,8.184751595,0.838665249,5.394377712,0.031061676,157.068541,0.009318503,0.016566227
food,Kumara_peeled,0.221552017,2.548925908,0.211470428,0.008022093,0.103688042,2.481351723,0.447282174,2.768418429,0.362433756,0.12905601,0.205753298,0.182301319,0.012512397,0.015432624,0.005429719,0.00140251,0.009747448,0.00116208,0.005154226,0.014100239,0.002354214,0.002163873,0.000941686,0.001427555,0.001642941,0.001337394,0.000365655,0.000656175,0.00096673,0.000360646,0.298420444,0.349711458,0.111907667,7.371917534,0.755376749,4.858657856,0.027976917,141.4699418,0.008393075,0.014921022
food_formula,Kumara_peeled_and_formula,1.10131445,2.695818185,0.345854442,0.001505582,0.116887275,0.455628398,0.498489594,3.043178209,0.36151478,0.242922345,0.1949127,0.076018859,0.024090938,0.011195074,0.000376757,0.000365993,0.003229348,0,0.003057116,0.003746044,0.006168055,0.001959138,0.00510237,0.001044156,0.000731986,0.000775044,8.61E-05,0.000667399,0.000505931,0.000409051,0.277050035,0.752132312,1.841797413,6.236552362,0.37655392,5.765372197,0.091699659,189.9353582,0.001755951,0.155304104
food_formula,Kumara_peeled_and_formula,0.852780478,1.959595474,0.307642994,-0.029497834,0.10955906,0.403514533,0.425199078,2.237740634,0.436935452,0.124883945,0.161826338,0.076001978,0.014061104,0.010677068,0.016499345,0.020837853,0.015531858,0.007549003,0.004195337,0.003791856,0.001206105,0.002620459,0.001692018,0.000225602,0.000247295,0.000646438,0.000347081,0.000451205,0.000607391,0.000312373,0.27937844,0.75845344,1.857276387,6.288966072,0.379718583,5.813825979,0.092470329,191.5316274,0.001770708,0.156609322
food_formula,Kumara_peeled_and_formula,1.337510211,2.36196546,0.154589952,-0.030621032,0.130636484,0.33602189,0.348135211,2.48593438,0.300211935,0.037553449,0.165279792,0.042706823,0.006134969,0.0181372,0.054731363,0.097014315,0.007466072,0.014337237,0.002163971,0.003390965,0.001576501,0.004722067,0.001055958,0.000684142,0.000751069,0.000929541,0.000148727,0.000356944,0.000483361,0.000327198,0.233919927,0.635043183,1.555073319,5.265669349,0.317933422,4.86784074,0.077424201,160.3669361,0.001482591,0.131126945
food,Kumara_with_skin,0.35926975,2.364810749,0.186342802,0.105283724,0.083600255,1.262944724,0.584994115,2.656437275,0.299200675,0.289372012,0.186184808,0.025897749,0.031321409,0.023199684,0.005350244,0.001633522,0.006084411,0.002266741,0.006809401,0.006451494,0.001762001,0.004377472,0.0004405,0.000412969,0.000523094,0.001018657,0.000486386,0.000477209,0.000697459,0.000495563,0.562346028,0.585777113,0.304604099,12.02014635,1.476158324,8.029051625,0.039051808,237.2787825,0.015620723,0.031241446
food,Kumara_with_skin,0.32606371,2.738367732,0.208319979,0.333963588,0.092325309,1.364963859,0.453866868,3.280651299,0.324052893,0.152566225,0.181635019,0.176929705,0.026272883,0.012745882,0.001035293,0.007656208,0.004122574,0.001469248,0.002963294,0.005598021,0.000458753,0.002219371,0.000805917,0.000688129,0.000700528,0.000843113,0.015876558,0.000892708,0.000198379,0.000830714,0.369832472,0.385242158,0.200325922,7.905169088,0.970810239,5.280385849,0.025682811,156.0487569,0.010273124,0.020546248
food,Kumara_with_skin,0.542947319,3.305695018,0.297634689,0.007861482,0.100208034,1.814341853,0.945005723,3.61119119,0.364968286,0.244430466,0.150626409,0.096573535,0.02731911,0.013829917,0.000366934,0.000497982,0.002420017,0,0.003538292,0.020233789,0.00286558,0.002489909,0.001293006,0.00163373,0.002088029,0.000620293,0.000104838,0.000541664,0.000969754,0.000594084,0.334989292,0.34894718,0.181452533,7.160396126,0.879346893,4.782902675,0.023263145,141.3468709,0.009305258,0.018610516
food_formula,Kumara_with_skin_and_formula,0.300013323,1.220295771,0.091907004,0,0.081761873,0.769870681,0.230374299,1.312202776,0.432907424,0.077048859,0.188132192,0.108063001,0.015824645,0.012007,0.001222998,0.007074468,0.005696061,0.00108786,0.002817625,0.002966276,0.00178382,0.003155469,0.000871639,0.000763529,0.000986506,0.001189213,0.000432441,0.000763529,0.000418927,0.000513524,0.383368971,1.012251632,2.498462847,8.338275114,0.54223077,7.740902232,0.122100391,255.6755937,0.002625815,0.210065189
