Group,Sample, Formate , Acetate , Propionate , Butyrate , Isovalerate , Lactate , Succinate,total_SCFA,Bacteroides,Escherichia_Shigella,Bifidobacterium,Enterococcus,Klebsiella,Streptococcus,Salmonella,Hafnia_Obesumbacterium,Collinsella,Enterobacter,Hungatella,Lacticaseibacillus,Akkermansia,Blautia,Parabacteroides,Anaeroglobus,Veillonella,Eubacterium,Clostridium_sensu_stricto_1,Pluralibacter,Eggerthella,Citrobacter,ash,crude_protein,fat,carbohydrate,total_dietary_fibre,sugar,non_protein_nitrogen,energy,beta_glucan,saturated_fat
food_food_formula,Blackcurrant_and_Kumara_with_skin_and_formula,1.564038219,3.018793281,0.288676587,0.043816215,0.097222342,0.64240969,0.551462638,3.351286083,0.322020253,0.254054474,0.1922965,0.083815085,0.025587802,0.013482579,0.011940327,0.000581982,0.002648017,0.000232793,0.004005975,0.00256072,0.001988438,0.002977807,0.003249399,0.000378288,0.000368589,0.000834174,0.000174595,0.000824474,0.000417087,0.000611081,0.246682321,0.648918615,1.647091925,5.300702936,0.422157374,4.955686769,0.078412765,165.4212651,0.000847706,0.135632891
food_food,Blackcurrant_and_Pork,0.949524138,4.39597267,0.482512282,0.042731701,0.127203305,0.415049736,0.834666707,4.921216653,0.397464591,0.168364734,0.158911233,0.141268038,0.014614511,0.008362284,0.00312333,0.000545608,0.012220515,0.001196998,0.005461652,0.004710048,0.021640611,0.001642393,0.012081329,0.00084625,0.001364021,0.000929761,0.000506636,0.000534474,0.001909629,0.000695929,0.342621922,3.86673312,0.812058451,3.005728679,0.887702252,2.082429344,0.073418983,153.6681568,0,0.200456073
food_food,Blackcurrant_and_Pork,0.801085741,3.788360818,0.510809051,0.055661732,0.102391758,0.28779197,0.70872171,4.3548316,0.376800196,0.176028569,0.169162584,0.157152423,0.015379383,0.006547132,0.001041589,0.006536503,0.004474582,0.001126617,0.003209795,0.005431144,0.010022639,0.001636783,0.007142326,0.000584565,0.001232901,0.001062846,0.000499538,0.000510166,0.001115988,0.001859981,0.369142351,4.166035108,0.874915313,3.238385173,0.956414274,2.243618447,0.079101932,165.5627416,0,0.215972246
food_food,Blackcurrant_and_Pork,0.989218248,4.170358401,0.606691568,0.014921537,0.138367707,0.397471755,1.021831751,4.791971506,0.371562004,0.190323485,0.16136866,0.132314207,0.013916996,0.009246863,0.008979109,0.011625518,0.005112239,0.002191849,0.004956568,0.002553006,0.010336561,0.002048632,0.012889567,0.000435879,0.000597777,0.000747221,0.00045456,0.000429652,0.000672499,0.000678726,0.273890618,3.091051256,0.649156334,2.402767691,0.709625691,1.664685832,0.058690847,122.8417205,0,0.160243796
food_food_formula,Blackcurrant_and_Pork_and_formula,0.928864871,2.265936248,0.325294499,0.157465018,0.086972354,0.533814574,0.435140477,2.748695764,0.379260128,0.176240715,0.189630064,0.111955075,0.020188792,0.01348364,0.004012614,0.000963866,0.005908915,0.001644857,0.007040409,0.003080179,0.002598246,0.002629677,0.002996365,0.001131494,0.000838144,0.001026726,0.003268761,0.000607654,0.000335258,0.000576224,0.300959105,1.585861948,2.073780496,5.560650122,0.42914539,5.407130578,0.105893018,201.5463337,0,0.20373006
food_food_formula,Blackcurrant_and_Pork_and_formula,1.203009359,2.618380513,0.348712046,0.100511518,0.093023337,0.362099966,0.572657264,3.067604077,0.452254642,0.142867993,0.152467311,0.053243202,0.029364681,0.009289662,0.004305963,0.009768752,0.005217401,0.002693418,0.002144218,0.002821954,0.004247537,0.00242466,0.002021524,0.000788745,0.000981549,0.000718634,0.000192804,0.000666051,0.000426507,0.0005492,0.285956711,1.506808933,1.97040542,5.283459438,0.407753088,5.137592631,0.100614398,191.4995289,0,0.1935744
food_food_formula,Blackcurrant_and_Pork_and_formula,1.302214542,2.0324323,0.162621871,0.132357627,0.097672714,0.150078933,0.405214869,2.327411798,0.354099675,0.056181538,0.209188431,0.04234312,0.006535777,0.019441758,0.067640933,0.00987338,0.008025934,0.105426438,0.006291775,0.005036905,0.002814741,0.004322327,0.002710169,0.001010867,0.000784293,0.001028296,0.003276603,0.00033986,0.000793008,0.000313717,0.280345055,1.477239093,1.931737893,5.179776052,0.399751282,5.036771756,0.098639927,187.741514,0,0.189775667
food_food,Blackcurrant_and_Soybean,1.203976277,4.291948034,0.515484673,0.04489604,0.118211022,0.410770039,1.009734353,4.852328747,0.426263142,0.203866009,0.15238541,0.05920978,0.02531484,0.009208834,0.001276378,0.008287006,0.005923342,0.001285833,0.002774941,0.003162582,0.006977536,0.001630928,0.005795704,0.001233833,0.001531654,0.000590916,0.000260003,0.000572007,0.000657099,0.000694917,0.335522907,1.994625832,1.388370649,3.468612671,1.885870131,2.350974299,0.018511609,159.2923925,0.004627902,0.187430038
food_food,Blackcurrant_and_Soybean,0.938556397,3.284637139,0.463278647,0.008776573,0.124074571,0.23583732,0.680870506,3.756692359,0.452121562,0.086376582,0.177410866,0.071588738,0.014564332,0.013987527,0.001629475,0.013893796,0.006027615,0.001232921,0.001535744,0.003453621,0.017037384,0.002328851,0.00881791,0.001737626,0.002134179,0.000922888,0.000454234,0.000713796,0.000677746,0.000374923,0.318131171,1.891234961,1.316404845,3.288818105,1.788116581,2.229112204,0.017552065,151.0355159,0.004388016,0.177714654
food_food,Blackcurrant_and_Soybean,1.623573085,4.292762335,0.421737679,0.009837009,0.141372827,0.379748696,1.129191919,4.724337024,0.408632293,0.219857571,0.15670765,0.055353444,0.016716307,0.01022869,0.019947233,0.001695334,0.007925302,0.001695334,0.005379724,0.003045418,0.00468407,0.002143645,0.005740433,0.000876009,0.000685348,0.000721419,0.000298874,0.000468922,0.000613206,0.000324639,0.268926044,1.598718967,1.112797425,2.7801389,1.511549836,1.884336973,0.014837299,127.6749579,0.003709325,0.150227652
food_food_formula,Blackcurrant_and_Soybean_and_formula,1.037811278,2.62855407,0.368546412,0.01214524,0.094493883,0.3391116,0.539753843,3.009245722,0.417004596,0.200227861,0.172015603,0.071100297,0.023268837,0.014250956,0.004615147,0.001177925,0.006198586,0.002104816,0.003533774,0.002935156,0.003089638,0.003765496,0.004228942,0.001081373,0.00081103,0.00083034,0.000366895,0.000714479,0.000405515,0.00084965,0.279171519,1.075645475,2.065392022,5.308076585,0.602724151,5.131029349,0.087807794,189.7221008,0.000954433,0.187545995
food_food_formula,Blackcurrant_and_Soybean_and_formula,0.755777869,1.777440509,0.21004403,-0.025673197,0.073886885,0.354661774,0.289242744,1.961811342,0.396509675,0.068409407,0.155425267,0.063652809,0.01035307,0.015150047,0.008786381,0.050707433,0.005976031,0.003416029,0.002664987,0.00337565,0.004377039,0.004570856,0.002067384,0.001590916,0.001526311,0.000936783,0.000145363,0.000355332,0.000355332,0.000331104,0.339708957,1.308895708,2.513265584,6.459115779,0.733422928,6.243676423,0.106848629,230.8627231,0.001161398,0.228214735
food_food_formula,Blackcurrant_and_Soybean_and_formula,0.997024031,2.852317396,0.574588186,0.008870456,0.09157365,0.325735802,0.705067213,3.435776038,0.387729987,0.245521304,0.173929417,0.080529105,0.022104315,0.011411932,0.001822412,0.000309339,0.003611201,0,0.003853292,0.003651549,0.002219174,0.003133742,0.00407521,0.000571605,0.000403486,0.000867495,9.41E-05,0.000679202,0.000611954,0.000390037,0.292136962,1.125601217,2.161314139,5.554597312,0.63071621,5.369327546,0.091885814,198.533283,0.000998759,0.196256113
food_food,Blackcurrant_and_Strawberries,0.755355418,4.415744941,0.523224748,0.021856467,0.095066456,0.561903953,0.831513027,4.960826156,0.422846491,0.184056845,0.13642273,0.110669354,0.028463533,0.005248351,0.001375715,0.007435737,0.003329229,0.001306929,0.002483165,0.004271594,0.001389472,0.001692129,0.005138294,0.000460864,0.001066179,0.00052965,0.000110057,0.000557164,0.000440229,0.000701614,0.483787098,0.550019855,0.624891668,7.847141913,1.745089174,5.742092101,0.046074962,179.7211474,0,0.019869827
food_food,Blackcurrant_and_Strawberries,0.830701573,4.998729071,0.732567206,0.02681256,0.164381698,0.69004301,1.053729691,5.758108837,0.396910594,0.18153118,0.159931347,0.16081552,0.019264576,0.009632288,0.000239247,0.000317262,0.003661518,0,0.003016591,0.004727727,0.003448276,0.00224684,0.007317834,0.000286056,0.00107141,0.000717741,0.00015083,0.000473293,0.000525303,0.000670932,0.254307617,0.289123541,0.328480672,4.124930099,0.917323905,3.018389218,0.024219773,94.4722523,0,0.010444777
