EX_lnlc(e)	3.0424066204428675
EX_fol(e)	0.00019012289121334648
EX_but(e)	0
EX_octa(e)	0
EX_dca(e)	0
EX_ddca(e)	0.02585171426593173
EX_ttdca(e)	0.02266199865413458
EX_hdca(e)	0.8472645224792017
EX_ocdca(e)	0.181765715017464
EX_hdcea(e)	0
EX_ocdcea(e)	1.4096205624092657
EX_CE2510(e)	0.04994239218162068
EX_doco13ac(e)	0
EX_strdnc(e)	0
EX_arachd(e)	0
EX_tmndnc[e]	0
EX_clpnd(e)	0
EX_crvnc(e)	0
EX_chsterol(e)	0
EX_ca2(e)	1.7998652627376617
EX_fe2(e)	0.05951047542304594
EX_fe3(e)	0.05951047542304594
EX_mg2(e)	7.631763011725982
EX_pi(e)	5.314661598907266
EX_k(e)	47.70552683876281
EX_na1(e)	0.44824286292272
EX_zn2(e)	0.07880850412970328
EX_cu2(e)	0.01467602209423095
EX_mn2(e)	0.03713983633745977
EX_h2o(e)	19874.641137967323
EX_etoh(e)	0
EX_trp_L(e)	2.346343644173197
EX_thr_L(e)	12.803477525033745
EX_ile_L(e)	13.512394709577967
EX_leu_L(e)	23.489569873045422
EX_lys_L(e)	21.072689042803617
EX_met_L(e)	2.935183193230004
EX_phe_L(e)	11.977545733949757
EX_tyr_L(e)	6.881810931709241
EX_val_L(e)	17.329484584660378
EX_arg_L(e)	21.879368000141547
EX_his_L(e)	6.741388911447035
EX_ala_D[e]	10.612299816372069
EX_ala_L(e)	10.612299816372069
EX_asp_D[e]	19.191004635310883
EX_asp_L(e)	19.191004635310883
EX_glu_L(e)	50.283326250177076
EX_gly(e)	25.46508700274157
EX_pro_D[e]	7.697612709056243
EX_pro_L(e)	7.697612709056243
EX_ser_L(e)	17.99334586831042
EX_ascb_L(e)	0.011769328023335362
EX_thm(e)	0.0036893085704939733
EX_ribflv(e)	0.0007666516368865345
EX_nac(e)	0.018778331961523818
EX_ncam(e)	0.01877478001975032
EX_pnto_R(e)	0.0140483876880496
EX_pydam(e)	0.00048723116293638923
EX_pydx(e)	0.0004931742860219427
EX_pydxn(e)	0.00048729797881282293
EX_5mthf(e)	0.00018263389362237236
EX_thf(e)	0.00018882637259640158
EX_chol[e]	1.6223548249605455
EX_adpcbl(e)	0
EX_retinol(e)	0
EX_caro(e)	0.00003838899582508029
EX_avite1(e)	0.0003588874176613705
EX_phyQ(e)	0.00005716162812292197
